nombre,categoria,seccion,descripcion,dimensiones,imagen
AP40,Aparador,Colonial,Aparador colonial con copete azulejos,152x48x130 (cm),https://atrezzovazquez.es/admin/img_prod/AP40/AP40-1-720x540.png
AR40,Armario,Cubista,Armario cubista de nogal 2 puertas,119x45x176 (cm),https://atrezzovazquez.es/admin/img_prod/AR40/AR40-720x540.png
BAC40,Banco,Rústico,Banco de cruceta de pino,142x24x47 (cm),https://atrezzovazquez.es/admin/img_prod/BAC40/BAC40-1-720x540.png
BAN40,Banqueta,Dormitorio,Banqueta pata plana caoba tapizada,50x40x43 (cm),https://atrezzovazquez.es/admin/img_prod/BAN40/BAN40-1-720x540.png
BAU40,Baul,Almacenaje,Baúl de madera con cinchas cuero,45x32x33 (cm),https://atrezzovazquez.es/admin/img_prod/BAU40/BAU40-1-720x540.png
BIO40,Biombo,Jardín,Biombo 3 hojas mimbre,150x4x150 (cm),https://atrezzovazquez.es/admin/img_prod/BIO40/BIO40-720x540.png
CA40,Cama,Dormitorio,Cama Luis XVI crema y oro,110x190x135 (cm),https://atrezzovazquez.es/admin/img_prod/CA40/CA40-720x540.png
CO40,Cocinas,Electrodomestico,Frigoríficos americano 1 puerta,58x54x110 (cm),https://atrezzovazquez.es/admin/img_prod/CO40/CO40-1-720x540.png
COM40,Comoda,Dormitorio,Tocador forma para lavabo con espejo alto forma,90x45x212 (cm),https://atrezzovazquez.es/admin/img_prod/COM40/COM40-1-720x540.png
CON40,Consola,Recibidor,Consola doble pata madera esquinas metal con tapa mármol blanco,200x47x80 (cm),https://atrezzovazquez.es/admin/img_prod/CON40/CON040 copia.jpg
CU40,Cuadro,Paisaje,Cuadro marco claro óleo paisaje rio y barcas,195x5x82 (cm),https://atrezzovazquez.es/admin/img_prod/CU40/CU40-720x540.png
ANU40,Carteles y anuncios,Tienda,Carteles anuncio farmacia,10x1x5 (cm),https://atrezzovazquez.es/admin/img_prod/ANU40/ANU40-720x540.png
ESP40,Espejo,Dormitorio,Espejo vestidor marco dorado con copete,44x0x168 (cm),https://atrezzovazquez.es/admin/img_prod/ESP40/ESP40-1-720x540.png
ES40,Estanteria,Dormitorio,Estantería de metal con entrepaños cristal,34x28x187 (cm),https://atrezzovazquez.es/admin/img_prod/ES40/ES40-720x540.png
EST40,Estufa,Calefaccion,Radiador eléctrico gris 10 elementos,52x14x65 (cm),https://atrezzovazquez.es/admin/img_prod/EST40/EST40-720x540.png
ESTAT40,Estatua,Griego,Torso escayola mujer,33x32x63 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT40/ESTAT40-1-720x540.png
F40,Fichero,Despacho,Cajonera madera 3 cajones con ruedas,51x84x73 (cm),https://atrezzovazquez.es/admin/img_prod/F40/F40-720x540.png
MUS40,Instrumentos musicales,Musica,Gaita granate,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS40/MUS40 (INM27)-720x540.png
ADO40,Adornos,Decoración,Juego de adornos loza mesa (5 piezas),1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO40/ADO40-720x540.png
DPT40,Deporte,Bicicleta,Bicicleta naranja BH,130x15x70 (cm),https://atrezzovazquez.es/admin/img_prod/DPT40/DPT40-720x540.png
LAM40,Lámpara,Lámpara de mesa,Lámpara de mesa mármol tallada flor,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM40/LAM40-720X540.png
FUM40,Artículos de fumador,Cenicero,Ceniceros Cristal con estampas diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM40/FUM40-720X540.png
M40,Mesa,Auxiliar,Mesa japonesa tablero ondas patas forma,57x57x40 (cm),https://atrezzovazquez.es/admin/img_prod/M40/M40-1-720x540.png
BYC40,Atrezzo de bar y cafetería,Bar y cafetería,Vasos cristal liso grandes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC40/BYC40(BAR40-720x540).png
COL40,Atrezzo colegio,Colegio,Regla antigua con su funda,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL40/COL40-720x540.png
DES40,Atrezzo despacho,Despacho,Máquina de escribir portátil Olivetti Lettera G9 con su caja,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES40/DES40-720x540.png
BA40,Baño,Lavabo,Lavamanos de pared con 2 grifos,47x30x30 (cm),https://atrezzovazquez.es/admin/img_prod/BA40/BA40-1-720x540.png
BEB40,Bebé,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BEB40/LOGOTIPO VAZQUEZ- 720x540.png
CST40,Moda y costura,Máquinas de coser,Máquina de coser REFREY verde con pie rojo,48x102x95 (cm),https://atrezzovazquez.es/admin/img_prod/CST40/CST40-720x540.png
CRI40,Cristalería,,Vasos cristal de cortadillo antiguos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI40/CRI40-720x540.png
MC40,Macetero,Columna,Peana capitel escayola tallada,30x30x44 (cm),https://atrezzovazquez.es/admin/img_prod/MC40/MC40-1-720x540.png
ME40,Mesilla,Dormitorio,Mesilla inglesa caoba puerta y cajón,70x40x76 (cm),https://atrezzovazquez.es/admin/img_prod/ME40/ME40-2-720x540.png
VET40,Ventilador,,Ventilador de mesa aspas marrones,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET40/VET40-720x540.png
REL40,Reloj,Cocina,Reloj de pared de cocina cuadrado plástico verde y blanco,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL40/REL40-720x540.png
TEL40,Telefonía,,Teléfono-fax crema,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL40/TLF40-720x540.png
MYN40,Maletas y neceseres de viaje,Viaje,Maleta jaspeada gris cantoneras negras,65x30x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN40/MYN40-720x540.png
JUG40,Juguetes,Juguete,Coches miniatura de plástico,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG40/JUG40-720x540.png
JAR40,Jarrones y jarras,Adorno,Jarrón barro verde,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR40/JAR40-720x540.png
MYS40,Tocadiscos y altavoces,Electrónica,Amplificador caja madera Fisher,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS40/MYS40-720x540.png
TP40,Tapices y estandartes,Salón,Tapiz bordado campesinas,105x0x50 (cm),https://atrezzovazquez.es/admin/img_prod/TP40/TP40-720x540.png
ML40,Librería,Despacho,Librería despacho español tallada,125x47x175 (cm),https://atrezzovazquez.es/admin/img_prod/ML40/ML40-1-720x540.png
MED40,Atrezzo medicina,Hospital,Frascos de laboratorio antiguos cristal caramelo tapón cristal pequeños,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED40/MED40-720x540.png
HOS40,Hospitales,Hospital,Silla tubo blanco tapizada skay blanco,40x40x85 (cm),https://atrezzovazquez.es/admin/img_prod/HOS40/HOS40-1-720x540.png
VAA40,Atrezzo vario,Hotel,Llavero de hotel figurado madera pintado verde,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA40/VAA40-720x540.png
RAD40,Radios,,Radio antigua capilla caja madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD40/RAD40-720x540.png
SI40,Sillón,Isabelino,Sillón isabelino capitoné tapizado terciopelo oro,35x70x95 (cm),https://atrezzovazquez.es/admin/img_prod/SI40/SI40-1-720x540.png
MV40,Muebles varios,Japonés,Rinconera japonesa 1 puerta pinturas,80x60x112 (cm),https://atrezzovazquez.es/admin/img_prod/MV40/MV40 720x540.png
SIL40,Silla,Comedor,Silla nogal respaldo rejilla,45x40x88 (cm),https://atrezzovazquez.es/admin/img_prod/SIL40/SIL40-1-720x540.png
S40,Sofá,Isabelino,Sofá isabelino capitoné tapizado terciopelo oro,270x70x95 (cm),https://atrezzovazquez.es/admin/img_prod/S40/S40-1-720x540.png
TYV40,Televisores y vídeos,Televisor,"Televisión portátil caja blanca Elbe 14""",43x28x27 (cm),https://atrezzovazquez.es/admin/img_prod/TYV40/TYV40-720x540.png
PV40,Pie de vela,Medieval,Pie de vela para lámpara votivas,51x51x230 (cm),https://atrezzovazquez.es/admin/img_prod/PV40/PV40-720x540.png
PER40,Perchero,Dormitorio,Perchero de pie tubo azul con ganchos niquelados en espiral,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/PER40/PER40-720x540.png
CDM40,Centro de mesa,,Centro de mesa de loza Talavera forma cesta,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM40/CDM40-720x540.png
FIG40,Figuras,Adorno,Figura de paja pájaro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG40/FIG40-720x540.png
PLA40,Playa,Sombrillas,Sombrilla tela rayas colores,0x140x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA40/PLA40-720x540.png
REG40,Religión,Iglesia,Crucifijo de mesa metal grabado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG40/REG40-720x540.png
RU40,Rural,Oficios,Telar de pie figurado,74x25x172 (cm),https://atrezzovazquez.es/admin/img_prod/RU40/RU40-720x540.png
ALF41,Alfombra,Arabe,Alfombra persa roja,195x145x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF41/ALF41-720x540.png
AFC41,Alfombra de cama,Dormitorio,Alfombrin de cama azul y crema,120x60x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC41/AFC41-720x540.png
AP41,Aparador,Comedor,Aparador valenciano con puerta cristal,155x50x112 (cm),https://atrezzovazquez.es/admin/img_prod/AP41/AP41-720x540.png
AR41,Armario,,Armario nogal 1 puerta espejo,82x43x184 (cm),https://atrezzovazquez.es/admin/img_prod/AR41/AR41-1-720x540.png
BAC41,Banco,Rústico,Banco de cruceta de pino,181x31x46 (cm),https://atrezzovazquez.es/admin/img_prod/BAC41/BAC41-1-720x540.png
BAN41,Banqueta,Cubista,Banqueta  cubista pata plana,57x57x33 (cm),https://atrezzovazquez.es/admin/img_prod/BAN41/BAN41-1-720x540.png
BAU41,Baul,Almacenaje,Baúl pequeño madera figurado,50x38x40 (cm),https://atrezzovazquez.es/admin/img_prod/BAU41/BAU41-1-720x540.png
BIO41,Biombo,Dormitorio,Biombo 3 hojas tapizado tela flores,150x5x200 (cm),https://atrezzovazquez.es/admin/img_prod/BIO41/BIO41-720x540.png
CA41,Cama,Dormitorio,Cama francesa cabecero rejilla,140x190x130 (cm),https://atrezzovazquez.es/admin/img_prod/CA41/CA41-1-720x540.png
CO41,Cocinas,Electrodomestico,Frigorífico 1 puerta,57x57x128 (cm),https://atrezzovazquez.es/admin/img_prod/CO41/CO41-720x540.png
COM41,Comoda,Comodín,Comodín haya 2 puertas y 3 cajones,80x48x78 (cm),https://atrezzovazquez.es/admin/img_prod/COM41/COM41-1-720x540.png
CON41,Consola,Recibidor,Consola rinconera rustica 2 patas torneadas,70x39x80 (cm),https://atrezzovazquez.es/admin/img_prod/CON41/CON41-720x540.png
CU41,Cuadro,Animales,Cuadro marco barroco dorado lámina paisaje con caballos,108x10x92 (cm),https://atrezzovazquez.es/admin/img_prod/CU41/CU41-720x540.png
ANU41,Carteles y anuncios,Tienda,Carteles anuncio farmacia,10x1x5 (cm),https://atrezzovazquez.es/admin/img_prod/ANU41/ANU41-720x540.png
ESP41,Espejo,Dormitorio,Espejo pared marco tallado,132x20x71 (cm),https://atrezzovazquez.es/admin/img_prod/ESP41/ESP41-720x540.png
ES41,Estanteria,Dormitorio,Estantería de suelo madera pintada,84x25x130 (cm),https://atrezzovazquez.es/admin/img_prod/ES41/ES41-1-720x540.png
EST41,Estufa,Calefaccion,Estufa de butano marrón Mepamsa,53x40x73 (cm),https://atrezzovazquez.es/admin/img_prod/EST41/EST41-1-720x540.png
ESTAT41,Estatua,Griego,Torso escayola hombre,26x18x52 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT41/ESTAT41-720x540.png
F41,Fichero,Despacho,Cajonera de despacho crema 2 cajones con ruedas,42x55x62 (cm),https://atrezzovazquez.es/admin/img_prod/F41/F41-1-720x540.png
MUS41,Instrumentos musicales,Musica,Gaita pequeña,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS41/MUS41 (INM28)-720x540.png
ADO41,Adornos,Salón,Maqueta barco chapa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO41/ADO41-720x540.png
DPT41,Deporte,Bicicleta,Bicicleta de niño verde,100x15x50 (cm),https://atrezzovazquez.es/admin/img_prod/DPT41/DPT41-720x540.png
LAM41,Lámpara,Lámpara de mesa,Lámpara de mesa mármol y metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM41/LAM41-720X540.png
FUM41,Artículos de fumador,Cenicero,Cenicero cristal grueso diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM41/FUM41-720X540.png
M41,Mesa,Centro,Mesa japonesa centro rectangular roja,130x52x45 (cm),https://atrezzovazquez.es/admin/img_prod/M41/M41-1-720x540.png
BYC41,Atrezzo de bar y cafetería,Bar y cafetería,Vasos cristal para licor,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC41/BYC41(BAR41-720x540).png
COL41,Atrezzo colegio,Colegio,Cartabones de madera de pizarra,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL41/COL41-1-720x540.png
DES41,Atrezzo despacho,Despacho,Máquina de escribir Andina,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES41/DES41-720x540.png
BA41,Baño,Lavabo,Lavabo de loza con pie y un grifo,57x44x90 (cm),https://atrezzovazquez.es/admin/img_prod/BA41/BA41-1-720x540.png
BEB41,Bebé,Cochecito,Cochecito de bebé marrón con capota,42x96x92 (cm),https://atrezzovazquez.es/admin/img_prod/BEB41/BEB41-1-720x540.png
CST41,Moda y costura,Máquinas de coser,Máquina de coser ALFA con mueble formica,44x82x57 (cm),https://atrezzovazquez.es/admin/img_prod/CST41/CST41-1-720x540.png
CRI41,Cristalería,,Vasos cristal de licor.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI41/CRI41-720x540.png
MC41,Macetero,Salón,Macetero redondo torneado raíz,23x23x92 (cm),https://atrezzovazquez.es/admin/img_prod/MC41/MC41-1-720x540.png
ME41,Mesilla,Dormitorio,Mesilla inglesa caoba puerta y marquetería,44x38x85 (cm),https://atrezzovazquez.es/admin/img_prod/ME41/ME41-1-720x540.png
VET41,Ventilador,,Ventilador de suelo caja blanca,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET41/VET41-720x540.png
REL41,Reloj,Despacho,Reloj de mesa bronce y mármol figura rinoceronte,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL41/REL41-720x540.png
TEL41,Telefonía,,Teléfono-fax negro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL41/TLF41-720x540.png
MYN41,Maletas y neceseres de viaje,Viaje,Maleta lona azul,60x40x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN41/MYN41-720x540.png
JUG41,Juguetes,Juguete,Combas y saltadores antiguos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG41/JUG41-720x540.png
JAR41,Jarrones y jarras,Adorno,Jarrón bola Talavera verde dibujos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR41/JAR41-720x540.png
MYS41,Tocadiscos y altavoces,Electrónica,Amplificador caja madera Sansui,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS41/MYS41-720x540.png
ML41,Librería,Descatalogado,descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ML41/LOGOTIPO VAZQUEZ- 720x540.png
MED41,Atrezzo medicina,Hospital,Frascos de laboratorio antiguos cristal tapón cristal pequeños,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED41/MED41-720x540.png
HOS41,Hospitales,Hospital,Carro de hospital madera pintado blanco,60x34x74 (cm),https://atrezzovazquez.es/admin/img_prod/HOS41/HOS41-1-720x540.png
VAA41,Atrezzo vario,Descatalogado,DESCATOLOGADO,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA41/LOGOTIPO VAZQUEZ- 720x540.png
RAD41,Radios,,Radio antigua capilla reproducción,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD41/RAD41-720x540.png
SI41,Sillón,Salón,SILLÓN ROLLO TAPIZADO TELA TAPIZ,70x60x77 (cm),https://atrezzovazquez.es/admin/img_prod/SI41/SI41-1-720x540.png
MV41,Muebles varios,Casillero,Casillero de hotel oscuro,63x20x60 (cm),https://atrezzovazquez.es/admin/img_prod/MV41/MV41-1-720x540.png
SIL41,Silla,Comedor,Silla isabelina respaldo capitoné tapizada,51x50x95 (cm),https://atrezzovazquez.es/admin/img_prod/SIL41/SIL41-1-720x540.png
S41,Sofá,Salón,Sofá rollo tapizado tela tapiz,130x60x90 (cm),https://atrezzovazquez.es/admin/img_prod/S41/S41-1-720x540.png
TYV41,Televisores y vídeos,Televisor,"Televisión portátil caja crema Lavis 14""",40x30x27 (cm),https://atrezzovazquez.es/admin/img_prod/TYV41/TYV41-1-720x540.png
PV41,Pie de vela,Candelero,Candelero bajo niquelado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PV41/PV41-720x540.png
TP41,Tapices y estandartes,Salón,Tapiz bordado paisaje vertical,70x0x150 (cm),https://atrezzovazquez.es/admin/img_prod/TP41/TP41-720x540.png
PER41,Perchero,Americano,Perchero de pie madera 6 boliches,40x40x173 (cm),https://atrezzovazquez.es/admin/img_prod/PER41/PER41-720x540.png
CDM41,Centro de mesa,,Centro de mesa de madera diferentes modelos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM41/CDM41-720x540.png
FIG41,Figuras,Adorno,Figura de paja pájaro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG41/FIG41-720x540.png
PLA41,Playa,Sombrillas,Sombrilla tela blanca,0x160x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA41/PLA41-720x540.png
REG41,Religión,Cruces,Crucifijo de mesa metal alto,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG41/REG41-720x540.png
RU41,Rural,,Castañera de hierro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU41/RU41-1-720x540.png
ALF42,Alfombra,Arabe,Alfombra persa verde,235x1x165 (cm),https://atrezzovazquez.es/admin/img_prod/ALF42/ALF42-1-720x540.png
AFC42,Alfombra de cama,Arabe,Alfombrín de cama fino persa verde con fleco,120x70x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC42/AFC42-720x540.png
AP42,Aparador,Comedor,Aparador valenciano con puerta cristal,150x50x107 (cm),https://atrezzovazquez.es/admin/img_prod/AP42/AP42-720X540.png
AR42,Armario,Dormitorio,Armario nogal 1 puerta espejo,110x57x210 (cm),https://atrezzovazquez.es/admin/img_prod/AR42/AR42-1-720x540.png
BAC42,Banco,Rústico,Banco de cruceta de pino,200x33x42 (cm),https://atrezzovazquez.es/admin/img_prod/BAC42/BAC42-1-720x540.png
BAN42,Banqueta,Español,Banqueta estilo español patas torneadas,53x43x40 (cm),https://atrezzovazquez.es/admin/img_prod/BAN42/BAN42-1-720x540.png
BAU42,Baul,Almacenaje,Baúl pequeño madera tapa recta,50x35x35 (cm),https://atrezzovazquez.es/admin/img_prod/BAU42/BAU42-1-720x540.png
CA42,Cama,Dormitorio,Cama isabelina marquetería con dosel,140x190x187 (cm),https://atrezzovazquez.es/admin/img_prod/CA42/CA42-720x540.png
CO42,Cocinas,Electrodomestico,Frigorífico 1 puerta,53x53x112 (cm),https://atrezzovazquez.es/admin/img_prod/CO42/CO42-720x540.png
COM42,Comoda,Dormitorio,Cómoda lavabo caoba rayado oro con espejos (juego dormitorio),126x63x208 (cm),https://atrezzovazquez.es/admin/img_prod/COM42/COM42-1-720x540.png
CON42,Consola,Italiano,Consola marquetería patas estriadas,80x28x75 (cm),https://atrezzovazquez.es/admin/img_prod/CON42/CON42-1-720x540.png
CU42,Cuadro,Paisaje,Cuadro marco barroco dorado óleo campestre,108x10x87 (cm),https://atrezzovazquez.es/admin/img_prod/CU42/CU42-720x540.png
ANU42,Carteles y anuncios,Bar y cafetería,Carteles de bar sobre cristal,10x1x5 (cm),https://atrezzovazquez.es/admin/img_prod/ANU42/ANU42-720x540.png
ESP42,Espejo,Dormitorio,Espejo marco claro liso medio punto,77x20x120 (cm),https://atrezzovazquez.es/admin/img_prod/ESP42/ESP42-720x540.png
ES42,Estanteria,Dormitorio,Estante de pared de mimbre,70x20x80 (cm),https://atrezzovazquez.es/admin/img_prod/ES42/ES42-720x540.png
EST42,Estufa,Calefaccion,Placa de calor de pared Tawen,120x6x25 (cm),https://atrezzovazquez.es/admin/img_prod/EST42/EST42-720x540.png
ESTAT42,Estatua,Religioso,Estatua Virgen de cartón,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT42/ESTAT42-720x540.png
F42,Fichero,Despacho,Cajonera crema 4 cajones con ruedas,41x57x62 (cm),https://atrezzovazquez.es/admin/img_prod/F42/F42-1-720x540.png
MUS42,Instrumentos musicales,Musica,Fagot figurado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS42/MUS42 (INM29)-720x540.png
ADO42,Adornos,Salón,Maqueta barco madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO42/ADO42-720x540.png
DPT42,Deporte,Bicicleta,Bicicleta de niña morada y amarilla,100x15x50 (cm),https://atrezzovazquez.es/admin/img_prod/DPT42/DPT42-720x540.png
LAM42,Lámpara,Lámpara de mesa,Lámpara de mesa metal columna lisa,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM42/LAM42-720X540.png
FUM42,Artículos de fumador,Cenicero,Cenicero cristal grueso alto,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM42/FUM42-720X540.png
M42,Mesa,Centro,Mesa japonesa centro rectangular roja,125x62x40 (cm),https://atrezzovazquez.es/admin/img_prod/M42/M42-1-720x540.png
BYC42,Atrezzo de bar y cafetería,Bar y cafetería,Vasos de cristal para licor,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC42/BYC42(BAR42-720x540).png
COL42,Atrezzo colegio,Colegio,Regla de madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL42/COL42-1-720x540.png
DES42,Atrezzo despacho,Despacho,Máquina de escribir blanca Olympia,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES42/DES42-720x540.png
BA42,Baño,Descatalogado,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BA42/LOGOTIPO VAZQUEZ- 720x540.png
BEB42,Bebé,Bañera,Bañera de cinc de bebé con pie,97x50x100 (cm),https://atrezzovazquez.es/admin/img_prod/BEB42/BEB42-1-720x540.png
CST42,Moda y costura,Máquinas de coser,Máquina de coser SINGER negra con pie y tapa abatible,45x78x89 (cm),https://atrezzovazquez.es/admin/img_prod/CST42/CST42-1-720x540.png
CRI42,Cristalería,,Vasos cristal rayado caramelo letras doradas.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI42/CRI42-720x540.png
MC42,Macetero,Bambú,Macetón bambú cuadrado laterales espejo,40x40x37 (cm),https://atrezzovazquez.es/admin/img_prod/MC42/MC42-1-720x540.png
ME42,Mesilla,Dormitorio,Mesilla nogal alta puerta con marquetería,35x30x76 (cm),https://atrezzovazquez.es/admin/img_prod/ME42/ME42-1-720x540.png
VET42,Ventilador,,Ventilador de suelo caja crema,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET42/VET42-720x540.png
REL42,Reloj,Cocina,Reloj de pared de cocina cuadrado aluminio esfera azul,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL42/REL42-720x540.png
TEL42,Telefonía,,Teléfono de mesa inalámbrico gris,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL42/TLF42-720x540.png
MYN42,Maletas y neceseres de viaje,Viaje,Maleta lona azul con bolsillos y correas con ruedas,70x55x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN42/MYN42-720x540.png
